#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
5   1   45.000000   0.020000   0.031473   2432.394208  1.751023560000e-03   1.751023560000e-03    7.198765538254e-07   7.198765538254e-07   80
5   2   45.000000   0.060000   0.062411   2341.379568  4.110759280000e-04   4.110759280000e-04    1.755699646560e-07   1.755699646560e-07   80
5   3   45.000000   0.100000   0.099207   2206.699842  8.327856450000e-05   8.327856450000e-05    3.773896336736e-08   3.773896336736e-08   80
5   4   45.000000   0.140000   0.138440   2051.036486  1.954949190000e-05   1.954949190000e-05    9.531518348621e-09   9.531518348621e-09   80
5   5   45.000000   0.180000   0.178375   1937.085220  5.587268830000e-06   5.587268830000e-06    2.884369139939e-09   2.884369139939e-09   80
5   6   45.000000   0.220000   0.218252   1830.810189  1.864825610000e-06   1.864825610000e-06    1.018579436145e-09   1.018579436145e-09   80
5   7   45.000000   0.260000   0.257816   1737.996750  7.138050790000e-07   7.138050790000e-07    4.107056466015e-10   4.107056466015e-10   80
5   8   45.000000   0.300000   0.297900   1655.983512  3.036864400000e-07   3.036864400000e-07    1.833873573012e-10   1.833873573012e-10   80
5   9   45.000000   0.340000   0.337974   1597.462413  1.453122500000e-07   1.453122500000e-07    9.096442508911e-11   9.096442508911e-11   80
5   10   45.000000   0.380000   0.378275   1553.758836  7.650332150000e-08   7.650332150000e-08    4.923757775496e-11   4.923757775496e-11   80
5   11   45.000000   0.420000   0.418040   1517.266775  4.378202190000e-08   4.378202190000e-08    2.885584962473e-11   2.885584962473e-11   80
5   11   45.000000   0.420000   0.429843   6734.445189  1.751887800000e-07   1.751887800000e-07    2.601384005414e-11   2.601384005414e-11   580_set1
5   11   45.000000   0.420000   0.431761   6787.685920  1.724763810000e-07   1.724763810000e-07    2.541018883797e-11   2.541018883797e-11   580_set2
5   12   45.000000   0.460000   0.457495   1496.028755  2.673154140000e-08   2.673154140000e-08    1.786833395458e-11   1.786833395458e-11   80
5   12   45.000000   0.460000   0.466157   6381.118830  1.089112390000e-07   1.089112390000e-07    1.706773402933e-11   1.706773402933e-11   580_set1
5   12   45.000000   0.460000   0.466716   6400.294656  1.085557420000e-07   1.085557420000e-07    1.696105380058e-11   1.696105380058e-11   580_set2
5   13   45.000000   0.500000   0.497689   1487.570699  1.689593120000e-08   1.689593120000e-08    1.135806937536e-11   1.135806937536e-11   80
5   13   45.000000   0.500000   0.503380   6155.172357  7.002482560000e-08   7.002482560000e-08    1.137658241533e-11   1.137658241533e-11   580_set2
5   13   45.000000   0.500000   0.503416   6141.017332  6.985889380000e-08   6.985889380000e-08    1.137578515468e-11   1.137578515468e-11   580_set1
5   14   45.000000   0.540000   0.537166   1480.413688  1.101437400000e-08   1.101437400000e-08    7.440064955681e-12   7.440064955681e-12   80
5   14   45.000000   0.540000   0.541691   5958.708919  4.546026140000e-08   4.546026140000e-08    7.629213310797e-12   7.629213310797e-12   580_set1
5   14   45.000000   0.540000   0.541831   5938.981634  4.523666200000e-08   4.523666200000e-08    7.616905521483e-12   7.616905521483e-12   580_set2
5   14   45.000000   0.540000   0.550824   7874.301928  5.442077670000e-08   5.442077670000e-08    6.911187454787e-12   6.911187454787e-12   750_set3
